datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windspeed,windspeedmax,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,uvindex,description
2023-06-01,26,15,19.8,26,15,19.8,13.2,68.2,0.1,100,4.17,rain,20.5,20.5,0,114.4,1023.3,89.1,12.3,5,Partly cloudy throughout the day with morning rain.
2023-06-02,25,15.9,20,25,15.9,20,13.2,67.5,0.1,100,4.17,rain,21.9,21.9,0,135.4,1023.9,87.9,12.7,7,Partly cloudy throughout the day with afternoon rain.
2023-06-03,23.9,16.1,19.3,23.9,16.1,19.3,13.9,72.3,0,0,0,rain,23.1,23.1,0.4,123.8,1024.9,87.3,13.5,7,Partly cloudy throughout the day.
2023-06-04,24.1,15.2,19,24.1,15.2,19,13.2,70.9,0,0,0,rain,20.1,20.1,0.2,114.8,1024.5,85.2,13.2,6,Partly cloudy throughout the day.
2023-06-05,26.6,15.6,20.3,26.6,15.6,20.3,12.5,63.9,0,0,0,rain,25.5,25.5,0.2,96.9,1024.2,71.6,13.3,8,Partly cloudy throughout the day.
2023-06-06,25.1,16.9,19.9,25.1,16.9,19.9,13.6,69.2,0.2,100,4.17,rain,18.4,18.4,0,136.9,1024.9,81.6,13.3,7,Partly cloudy throughout the day with morning rain.
2023-06-07,27,15.9,20.1,26.5,15.9,20.1,10.6,57.8,0,0,0,,19.9,19.9,0,124.7,1024.5,64.7,12.7,9,Partly cloudy throughout the day.
2023-06-08,27.8,12.4,20.2,26.8,12.4,20.1,10,55.1,0,0,0,,26.2,26.2,0.5,120.3,1024.5,55.6,12,9,Partly cloudy throughout the day.
2023-06-09,25,16.7,20,25,16.7,20,13.3,67.4,0.4,100,4.17,rain,19.6,19.6,0.6,151.9,1024.4,87.3,12.5,7,Partly cloudy throughout the day with early morning rain.
2023-06-10,25.9,15,19.9,25.9,15,19.9,13.1,67,0.2,100,4.17,rain,18.8,18.8,0.4,123.7,1024,73.9,12.3,8,Partly cloudy throughout the day with late afternoon rain.
2023-06-11,26,16,20.1,26,16,20.1,12.5,65.1,0,0,0,,18.4,18.4,0.8,104,1024.2,84,12.5,6,Partly cloudy throughout the day.
2023-06-12,25,15.8,20.4,25,15.8,20.4,12.2,60.8,0,0,0,rain,21.3,21.3,0.4,59.4,1023.5,84.9,12.5,8,Partly cloudy throughout the day.
2023-06-13,24.9,15,19.2,24.9,15,19.2,12.4,65.9,0,0,0,rain,18.6,18.6,0,78,1023.2,82.7,12.7,7,Partly cloudy throughout the day.
2023-06-14,25,16.7,19.7,25,16.7,19.7,14.1,71.7,8,100,4.17,rain,18.4,18.4,0,258,1024,86.6,12.1,8,Partly cloudy throughout the day with late afternoon rain.
2023-06-15,21.1,15.1,18,21.1,15.1,18,14.5,80.3,0.5,100,20.83,rain,18.4,18.4,0,61.9,1024.6,89.6,10.5,6,Partly cloudy throughout the day with rain.
2023-06-16,24.9,15.9,19.4,24.9,15.9,19.4,14,72.8,0,0,0,rain,20.3,20.3,0,104.6,1023.6,88.8,11.3,8,Partly cloudy throughout the day.
2023-06-17,20,15,17.6,20,15,17.6,13.2,75.8,0,0,0,rain,17.8,17.8,0.6,174.8,1024.5,89.1,11.8,6,Partly cloudy throughout the day.
2023-06-18,23,14,18.4,23,14,18.4,12,67.5,0.3,100,12.5,rain,18.4,18.4,0,90.5,1024.2,84.9,12.4,5,Partly cloudy throughout the day with rain in the morning and afternoon.
2023-06-19,24,15,19,24,15,19,12.4,67,0,0,0,rain,22.3,22.3,0,82.8,1023.9,87.4,11.6,6,Partly cloudy throughout the day.
2023-06-20,25.5,15.9,19.7,25.5,15.9,19.7,13.7,69.6,0.1,100,4.17,rain,21.9,21.9,0,90.7,1023.1,88.7,11.2,8,Partly cloudy throughout the day with afternoon rain.
2023-06-21,23,15.9,18.7,23,15.9,18.7,13.5,72.6,0,0,0,rain,18.6,18.6,0.4,141.3,1023.1,88.6,11.7,6,Partly cloudy throughout the day.
2023-06-22,22.9,15,18.2,22.9,15,18.2,13.1,73.4,0,0,0,rain,18.4,18.4,0.2,148.3,1023,88.2,12.5,5,Partly cloudy throughout the day.
2023-06-23,20,15.9,17.5,20,15.9,17.5,13,75.3,0,0,0,rain,21.7,21.7,0.2,153.4,1024.1,89.1,12.2,6,Partly cloudy throughout the day.
2023-06-24,23.9,14.1,18.3,23.9,14.1,18.3,12.7,71.4,0,0,0,rain,14.4,14.4,0.6,184.1,1023.7,88.6,11.9,6,Partly cloudy throughout the day.
2023-06-25,25.2,13.7,19.2,25.2,13.7,19.2,10.8,60.3,0,0,0,,18.4,18.4,0,142.5,1023,85.1,12.8,6,Partly cloudy throughout the day.
2023-06-26,23,14.1,18.2,23,14.1,18.2,11.8,67.1,0,0,0,rain,22.1,22.1,0.2,98.7,1023.2,88.5,12.4,6,Partly cloudy throughout the day.
2023-06-27,22,14.9,18,22,14.9,18,12.3,69.6,0,0,0,rain,16.2,16.2,0.4,127.3,1023.7,88.4,12.1,6,Partly cloudy throughout the day.
2023-06-28,24.5,12.9,19.1,24.5,12.9,19.1,12.2,66.1,0,0,0,rain,20.5,20.5,0.4,82.2,1024.5,83.9,12.1,7,Partly cloudy throughout the day.
2023-06-29,23.1,15,18.3,23.1,15,18.3,11.9,67.2,0,0,0,rain,18.4,18.4,0.4,135.2,1025.2,86.8,12.3,6,Partly cloudy throughout the day.
2023-06-30,22,15.8,18.2,22,15.8,18.2,12.3,69.4,0,0,0,rain,18.4,18.4,0.4,134.9,1025.3,89,12.2,5,Partly cloudy throughout the day.
2023-07-01,21,15,17.6,21,15,17.6,12.4,72.3,0,0,0,rain,18,18,0.4,122.5,1026.1,88.1,12.5,4,Partly cloudy throughout the day.
2023-07-02,20.1,14.7,17.3,20.1,14.7,17.3,12.1,72.1,0,0,0,rain,16.2,16.2,0.4,139.1,1026.9,89.4,12.4,4,Partly cloudy throughout the day.
2023-07-03,21,14.9,17.9,21,14.9,17.9,11.4,66.6,0,0,0,rain,21.7,21.7,0.4,118.7,1027,89,12.4,4,Partly cloudy throughout the day.
2023-07-04,20,14.7,16.8,20,14.7,16.8,11.5,71.7,0,0,0,rain,21.7,21.7,0.4,142.8,1026.4,88.8,12.4,4,Partly cloudy throughout the day.
2023-07-05,20,12.9,16.7,20,12.9,16.7,11.3,71.3,0,0,0,,17.3,17.3,0.4,133.4,1024.8,87.4,12.2,5,Partly cloudy throughout the day.
2023-07-06,21.1,13.7,17.4,21.1,13.7,17.4,11.5,69.2,0,0,0,rain,25.1,25.1,0.4,167.2,1024.8,87.9,12.1,4,Partly cloudy throughout the day.
2023-07-07,18.1,14,16.2,18.1,14,16.2,11.3,73.6,1,100,4.17,rain,18.6,18.6,0,144.5,1026.2,90.6,11.2,4,Cloudy skies throughout the day with morning rain.
2023-07-08,21.1,12.9,16.7,21.1,12.9,16.7,10,66.2,0,0,0,,17.8,17.8,0,100.3,1026.3,87.1,12,5,Partly cloudy throughout the day.
2023-07-09,25.1,12.7,18.1,25.1,12.7,18.1,10.4,63.9,0,0,0,,16.3,16.3,0.2,94.7,1025.3,77.2,12.6,9,Partly cloudy throughout the day.
2023-07-10,28,11.6,19.5,27,11.6,19.4,10.5,60.7,0,0,0,,24.1,24.1,0,141.3,1023.9,62.6,12.5,9,Partly cloudy throughout the day.
2023-07-11,28,11.8,20.7,27,11.8,20.6,10.7,56.1,0,0,0,,18.8,18.8,0,121.5,1024.2,74.2,12.4,9,Partly cloudy throughout the day.
2023-07-12,22,15.8,18.2,22,15.8,18.2,11.3,65,0,0,0,,21.5,21.5,0.2,106.7,1025.3,86.8,12.1,6,Partly cloudy throughout the day.
2023-07-13,22,13.6,17.8,22,13.6,17.8,10.7,64.7,0.1,100,4.17,rain,19.3,19.3,0,146.9,1025.1,87.5,12.1,5,Partly cloudy throughout the day with afternoon rain.
2023-07-14,24,13,19.2,24,13,19.2,10.4,59.1,0,0,0,,18.4,18.4,0.4,112.1,1024.9,86.1,12.1,6,Partly cloudy throughout the day.
2023-07-15,24,14.9,19.1,24,14.9,19.1,10.4,58.9,0,0,0,,17.1,17.1,0.4,90,1025.3,81.5,12.3,6,Partly cloudy throughout the day.
2023-07-16,22.9,13.1,17.4,22.9,13.1,17.4,10.7,66.2,0,0,0,,17.5,17.5,0.4,101.6,1026.3,83.7,12.6,7,Partly cloudy throughout the day.
2023-07-17,20,13.7,17,20,13.7,17,10.5,66.4,0,0,0,,14.8,14.8,0,113.2,1026.5,85.5,12.3,6,Partly cloudy throughout the day.
2023-07-18,22,14.1,17.3,22,14.1,17.3,10.1,63.7,0,0,0,,24.1,24.1,0.2,130,1026.5,77.7,12.8,7,Partly cloudy throughout the day.
2023-07-19,23,13.8,18.1,23,13.8,18.1,10.4,62.4,0,0,0,,23.9,23.9,0.4,164.9,1025.5,85.1,12.8,6,Partly cloudy throughout the day.
2023-07-20,27.1,12.1,19.6,26.5,12.1,19.6,10.7,59.7,0,0,0,rain,18,18,0.5,218.1,1024.8,74.7,12.2,9,Partly cloudy throughout the day.
2023-07-21,26,13.1,20,26,13.1,20,9.4,53.1,0,0,0,,29.1,29.1,0.4,168,1026,54.6,13,9,Partly cloudy throughout the day.
2023-07-22,22.2,15.1,18.7,22.2,15.1,18.7,10.5,59.8,0,0,0,,18.8,18.8,0.4,145.5,1027.3,71.1,12.7,5,Partly cloudy throughout the day.
2023-07-23,22.1,14,18.3,22.1,14,18.3,11.5,66.5,0,0,0,,19.7,19.7,0.4,122.8,1027,79.8,12.3,5,Partly cloudy throughout the day.
2023-07-24,22,14.1,17.9,22,14.1,17.9,11,65.7,0,0,0,rain,24.2,24.2,0.4,126.9,1025.6,82,12,5,Partly cloudy throughout the day.
2023-07-25,23,16,18.6,23,16,18.6,11.9,66.1,0,0,0,,18.2,18.2,0.2,165.8,1024.3,79.1,12.5,4,Partly cloudy throughout the day.
2023-07-26,22.9,15.7,18.1,22.9,15.7,18.1,11.6,67,0,0,0,rain,22.1,22.1,0.4,124.3,1024.9,72.4,12.2,5,Partly cloudy throughout the day.
2023-07-27,23.8,13.6,18.5,23.8,13.6,18.5,10.8,62.9,0,0,0,,22.9,22.9,0,134.2,1025.7,81.8,12.1,5,Partly cloudy throughout the day.
2023-07-28,21,15.1,17.8,21,15.1,17.8,11.6,67.4,0,0,0,rain,18.2,18.2,0.8,148.2,1025.9,88.7,11.9,3,Partly cloudy throughout the day.
2023-07-29,21.7,15,18,21.7,15,18,11.8,67.9,0,0,0,rain,17.8,17.8,0,109.2,1025.5,88.5,11.9,6,Partly cloudy throughout the day.
2023-07-30,25.9,13.2,18.9,25.9,13.2,18.9,12.3,67.9,0,0,0,rain,23.9,23.9,0.8,94.2,1024.2,81.8,12.4,6,Partly cloudy throughout the day.
2023-07-31,27.9,13.2,20.2,26.8,13.2,20.1,11.6,62.2,0,0,0,,28.5,28.5,0,157.3,1024.1,67.9,12.5,9,Partly cloudy throughout the day.
2023-08-01,22.9,14.1,18.2,22.9,14.1,18.2,11.9,67.9,0,0,0,rain,26.1,26.1,0,126.7,1025.5,87.4,12.1,6,Partly cloudy throughout the day.
2023-08-02,20.9,14,17.3,20.9,14,17.3,11.9,71.3,0,0,0,rain,27.1,27.1,1.3,143.3,1027.1,89.1,12.1,4,Partly cloudy throughout the day.
2023-08-03,19.1,15,17,19.1,15,17,12.4,75,0,0,0,rain,18.2,18.2,1,124,1027.6,89,12,6,Partly cloudy throughout the day.
2023-08-04,20,15,16.7,20,15,16.7,12,74.6,0.1,100,4.17,rain,20.5,20.5,0.4,119.4,1027.6,89.8,11.9,4,Partly cloudy throughout the day with afternoon rain.
2023-08-05,22,14,17.4,22,14,17.4,10.6,65.2,0,0,0,rain,23.1,23.1,0,90.4,1028.4,89,12.1,5,Partly cloudy throughout the day.
2023-08-06,21.1,14.1,17.3,21.1,14.1,17.3,10.7,67.1,0,0,0,rain,32.6,32.6,0.9,134.7,1028.4,87.3,12.1,5,Partly cloudy throughout the day.
2023-08-07,24,13.9,18.2,24,13.9,18.2,9.5,59.4,0,0,0,,25.3,25.3,1.1,152.8,1026.3,87,11.8,5,Partly cloudy throughout the day.
2023-08-08,25,13.6,19,25,13.6,19,10.2,58.6,0,0,0,rain,23.9,23.9,0.9,152.5,1024.8,82.9,12.7,6,Partly cloudy throughout the day.
2023-08-09,21.6,14.8,17.5,21.6,14.8,17.5,12,71.1,0,0,0,rain,18.2,18.2,0.2,121.5,1025.2,89.3,11.2,4,Partly cloudy throughout the day.
2023-08-10,23.8,14,18,23.8,14,18,12.4,71.3,0.1,100,4.17,rain,22.3,22.3,0.4,86.7,1025.2,90.1,11,5,Cloudy skies throughout the day with afternoon rain.
2023-08-11,24,15,18.7,24,15,18.7,11.3,63.3,0,0,0,rain,18.6,18.6,0,121.6,1024.5,88.3,12.7,7,Partly cloudy throughout the day.
2023-08-12,23,14,18.1,23,14,18.1,10.1,60.6,0,0,0,rain,18.8,18.8,0.6,59.1,1024.2,84.2,12.3,6,Partly cloudy throughout the day.
2023-08-13,25,14.5,18.7,25,14.5,18.7,10.5,61.2,0,0,0,rain,26.5,26.5,0.6,69.2,1024,84,12.1,9,Partly cloudy throughout the day.
2023-08-14,25.9,14.6,19.5,25.9,14.6,19.5,10.2,57.9,0,0,0,,26.5,26.5,9.2,77,1024.6,79.2,12.3,8,Partly cloudy throughout the day.
2023-08-15,26.2,15,20.5,26.2,15,20.5,11.3,58.6,0,0,0,rain,26.9,26.9,0.3,98.9,1024.6,84.5,12.2,8,Partly cloudy throughout the day.
2023-08-16,25,15.2,20.1,25,15.2,20.1,11.8,61.4,0,0,0,rain,26.7,26.7,0.4,135.7,1024.1,87.4,12,7,Partly cloudy throughout the day.
2023-08-17,24,15.8,19.4,24,15.8,19.4,11.6,62.3,0.2,100,4.17,rain,23.4,23.4,0.8,146.7,1024,88.8,11.8,7,Partly cloudy throughout the day with afternoon rain.
2023-08-18,26.1,15.1,19.1,26.1,15.1,19.1,10.6,60.5,0,0,0,rain,24.5,24.5,1.3,120.2,1023.9,79.9,12.5,6,Partly cloudy throughout the day.
2023-08-19,27,14.1,19.8,26.1,14.1,19.7,8.6,53.7,0,0,0,,26.7,26.7,0,89.6,1023.1,51.9,13.1,10,Partly cloudy throughout the day.
2023-08-20,28.1,11.9,20,26.8,11.9,19.9,6.6,47.1,0,0,0,,25.5,25.5,0,95.3,1023.1,22.8,12.8,10,Partly cloudy throughout the day.
2023-08-21,26.1,12.7,19.6,26.1,12.7,19.6,7.7,48.2,0,0,0,,26.2,26.2,0.4,96.5,1022.6,48.5,13.3,10,Partly cloudy throughout the day.
2023-08-22,27,16.7,21,26.5,16.7,20.9,10.9,56.2,0,0,0,,26.5,26.5,1.1,80.8,1022.7,74.4,12.7,9,Partly cloudy throughout the day.
2023-08-23,27,14.6,20.3,26.4,14.6,20.2,10.1,55.1,0,0,0,,32.2,32.2,0.8,96.5,1022.3,65.2,12.3,8,Partly cloudy throughout the day.
2023-08-24,25.2,15.6,19.8,25.2,15.6,19.8,10.2,55.9,0,0,0,,30.4,30.4,1.5,79.9,1022.8,58.1,12.2,10,Partly cloudy throughout the day.
2023-08-25,27.1,12.5,19.7,26.5,12.5,19.7,10,56.5,0,0,0,rain,27.5,27.5,0,100.3,1022.3,47.5,12.4,10,Partly cloudy throughout the day.
2023-08-26,27.1,15.7,20.8,26.4,15.7,20.7,10,54.4,0,0,0,rain,25.1,25.1,0,92.9,1022.9,54.9,12.5,10,Partly cloudy throughout the day.
2023-08-27,28.1,14.9,21,27.1,14.9,20.8,10.1,53.9,0,0,0,,29.4,29.4,0.2,105,1024.1,54.3,12.6,10,Partly cloudy throughout the day.
2023-08-28,23.1,15.8,19,23.1,15.8,19,10.2,57.9,0.1,100,4.17,rain,23.7,23.7,0.4,111.5,1026,81.8,12.6,5,Partly cloudy throughout the day with morning rain.
2023-08-29,23,14.1,18.7,23,14.1,18.7,10.1,59.8,0,0,0,rain,21.1,21.1,1.1,142.4,1025.3,85.5,12.7,6,Partly cloudy throughout the day.
2023-08-30,23,15.7,18.7,23,15.7,18.7,11.9,65.5,0.2,100,4.17,rain,21.5,21.5,0.9,132.1,1025.2,88.1,12.7,7,Partly cloudy throughout the day with late afternoon rain.
2023-08-31,23.1,15,18.6,23.1,15,18.6,12.7,70.2,0.2,100,4.17,rain,17.5,17.5,0.4,123.1,1025.2,88.8,12.4,6,Partly cloudy throughout the day with morning rain.
2023-09-01,26,15.1,19.5,26,15.1,19.5,12.8,67.6,3,100,4.17,rain,17.8,17.8,0.4,92.3,1024.8,88,12.5,7,Partly cloudy throughout the day with morning rain.
2023-09-02,25.9,16.7,20.1,25.9,16.7,20.1,12.2,61.9,0,0,0,rain,25.1,25.1,0,99.3,1024.4,77.2,12.2,8,Partly cloudy throughout the day.
2023-09-03,27.1,15.6,20.8,26.7,15.6,20.7,11.1,56.7,0,0,0,rain,28.2,28.2,0,102.6,1023.2,69,12.1,10,Partly cloudy throughout the day.
2023-09-04,25.9,15.7,19.9,25.9,15.7,19.9,11.1,58.8,0,0,0,,26.7,26.7,0.4,87.6,1022.6,82.1,11.9,9,Partly cloudy throughout the day.
2023-09-05,28,14.9,21.1,27.2,14.9,21,11.1,55.3,0,0,0,rain,26.1,26.1,0.4,111.4,1022.7,82.5,12.4,9,Partly cloudy throughout the day.
2023-09-06,29,14.5,20.9,27.7,14.5,20.7,11.2,57.8,0.3,100,4.17,rain,17.8,17.8,0.4,153.7,1023.1,59.3,12.7,9,Partly cloudy throughout the day with afternoon rain.
2023-09-07,28,15.9,19.3,27.6,15.9,19.3,14.2,74.5,2,100,4.17,rain,30.6,30.6,0,203.6,1023.5,87.9,11.8,9,Partly cloudy throughout the day with late afternoon rain.
2023-09-08,22.8,15.1,18.1,22.8,15.1,18.1,14.2,78.9,0.1,100,4.17,rain,25.5,25.5,0,100,1023.8,88.7,11.9,7,Partly cloudy throughout the day with afternoon rain.
2023-09-09,20.2,15,17.4,20.2,15,17.4,14.2,82.6,1,100,4.17,rain,17.1,17.1,0,137.2,1023.7,91.1,10.2,5,Cloudy skies throughout the day with early morning rain.
2023-09-10,25.2,15,19.9,25.2,15,19.9,12.4,64.3,0.3,100,4.17,rain,25.7,25.7,0,106.3,1023.2,88,12.3,8,Partly cloudy throughout the day with afternoon rain.
2023-09-11,26.2,16.7,20.5,26.2,16.7,20.5,12.4,61.5,0,0,0,rain,29.1,29.1,0,101.2,1023.2,88.6,12.7,8,Partly cloudy throughout the day.
2023-09-12,27.6,15,19.9,27.2,15,19.9,13.4,68.8,0,0,0,rain,25.9,25.9,0.4,27.5,1023.3,80,12.2,9,Partly cloudy throughout the day.
2023-09-13,25,16.3,19.5,25,16.3,19.5,13.8,71,0,0,0,rain,22.3,22.3,0.6,125.8,1023.3,79.9,11.5,7,Partly cloudy throughout the day.
2023-09-14,25.1,15.1,20,25.1,15.1,20,11.1,59.7,0,0,0,rain,25.1,25.1,1.3,135.1,1022.7,86.4,12,9,Partly cloudy throughout the day.
2023-09-15,23.1,15.8,19,23.1,15.8,19,11.6,63.5,0,0,0,rain,16.6,16.6,0.4,131.9,1023.1,88,12.3,5,Partly cloudy throughout the day.
2023-09-16,27.1,14.8,20.3,26.8,14.8,20.3,11.8,60.4,0,0,0,rain,22.7,22.7,0.4,64,1022.8,78.9,12.6,8,Partly cloudy throughout the day.
2023-09-17,29.1,16.1,21.4,27.9,16.1,21.3,12.5,60,0,0,0,,24.8,24.8,0,98.3,1021.7,68.3,12.9,9,Partly cloudy throughout the day.
2023-09-18,26.1,16.6,20.6,26.1,16.6,20.6,12.5,61.5,0,0,0,rain,27.2,27.2,0,82.1,1021.8,84,12.3,9,Partly cloudy throughout the day.
2023-09-19,27,15,21,26.8,15,21,12.4,59.6,0.4,100,8.33,rain,27.7,27.7,0.4,110.7,1022.6,80.9,11.8,8,Partly cloudy throughout the day with late afternoon rain.
2023-09-20,28,16,20.8,27.3,16,20.7,12.9,63.1,0,0,0,rain,23.7,23.7,0,201.7,1022.9,86.8,11.8,9,Partly cloudy throughout the day.
2023-09-21,28.8,16.1,21.1,27.9,16.1,21.1,13.2,62.5,0,0,0,,28.7,28.7,0,96.7,1022.6,88,11.4,9,Partly cloudy throughout the day.
2023-09-22,27,17,21.4,26.6,17,21.3,12.2,58.9,0,0,0,rain,24.3,24.3,0.2,73.1,1022.4,87.2,11.6,9,Partly cloudy throughout the day.
2023-09-23,26.4,16,20.8,26.4,16,20.8,11.5,57.6,0,0,0,rain,19.2,19.2,0.4,88.9,1022.9,77.2,11.9,8,Partly cloudy throughout the day.
2023-09-24,25.1,16,19.7,25.1,16,19.7,12.2,64.1,0,0,0,,19,19,0.6,132.2,1023.8,87.6,11.5,6,Partly cloudy throughout the day.
2023-09-25,27.2,14.6,20,26.7,14.6,19.9,12,63.9,0.2,100,4.17,rain,18.4,18.4,0.6,182.3,1023.2,76.7,11.5,10,Partly cloudy throughout the day with late afternoon rain.
2023-09-26,28,15.6,20.2,27.5,15.6,20.2,13.1,66.5,1,100,4.17,rain,24.5,24.5,0.4,162,1022.2,83.6,11.4,9,Partly cloudy throughout the day with late afternoon rain.
2023-09-27,27,16,20.7,26.7,16,20.7,13,63.9,0,0,0,,27.1,27.1,0.5,84.6,1022.1,81.5,12.3,8,Partly cloudy throughout the day.
2023-09-28,24.1,16.8,19.9,24.1,16.8,19.9,13.1,66.7,0,0,0,rain,27.1,27.1,0.5,89.3,1023.6,84.3,12.1,7,Partly cloudy throughout the day.
2023-09-29,27.9,14.8,20.7,27.1,14.8,20.6,11.8,60.9,0,0,0,rain,26.3,26.3,0,116.8,1023.3,72.8,13,10,Partly cloudy throughout the day.
2023-09-30,27,15.9,20.9,26.6,15.9,20.8,12.5,61.9,0,0,0,rain,26.1,26.1,0.4,111.1,1023.7,86.4,13.2,8,Partly cloudy throughout the day.
2023-10-01,28.9,16.8,21.6,28,16.8,21.5,12.7,60.7,0,0,0,rain,22.9,22.9,1.1,68.2,1023.2,80.7,12.6,8,Partly cloudy throughout the day.
2023-10-02,28.1,14.3,20.8,27.3,14.3,20.8,12.2,60.3,0,0,0,,26.3,26.3,0.2,104.6,1023.4,73.1,12.8,10,Partly cloudy throughout the day.
2023-10-03,27,14.6,20.1,26.5,14.6,20.1,9.5,53.2,0,0,0,rain,23.3,23.3,0.6,85.3,1023.3,38.8,12.4,10,Partly cloudy throughout the day.
2023-10-04,23.6,16.2,19,23.6,16.2,19,13.3,70.8,0.1,100,4.17,rain,28.7,28.7,1.3,104.9,1023.9,78.5,12.7,9,Partly cloudy throughout the day with afternoon rain.
2023-10-05,23.2,15.1,18.7,23.2,15.1,18.7,13.1,72,2,100,4.17,rain,21.9,21.9,0.2,104.2,1024.3,89.1,11,5,Partly cloudy throughout the day with morning rain.
2023-10-06,27,15.1,20.7,26.6,15.1,20.7,11.9,60.1,0,0,0,rain,25.3,25.3,0.4,95.5,1023,76.8,12.5,8,Partly cloudy throughout the day.
2023-10-07,27.6,16,20.9,26.8,16,20.8,11,57,0,0,0,rain,26.7,26.7,0.4,87.5,1022.6,75.5,12.6,10,Partly cloudy throughout the day.
2023-10-08,29.1,14.7,22,27.7,14.7,21.7,9.2,47.8,0,0,0,,32.4,32.4,0,77.4,1022.7,44.7,13,10,Partly cloudy throughout the day.
2023-10-09,29.1,15.1,22.2,27.8,15.1,22,11.1,53.5,0,0,0,,39.9,39.9,0.4,78,1022.9,48.7,12.5,10,Partly cloudy throughout the day.
2023-10-10,28.1,16.9,22,27.2,16.9,21.9,12.6,58.9,0,0,0,rain,36.5,36.5,12.4,84.7,1022.3,75.9,12.4,9,Partly cloudy throughout the day.
2023-10-11,27.1,16.5,21.3,26.6,16.5,21.2,11.9,58,0,0,0,rain,27.7,27.7,9.6,74.6,1022.7,83.9,12.2,10,Partly cloudy throughout the day.
2023-10-12,28.1,16,22.2,27.2,16,22.1,11.3,53,0,0,0,rain,33.2,33.2,1.3,67.1,1023,81.4,12.1,10,Partly cloudy throughout the day.
2023-10-13,29.2,16,23,28,16,22.7,11.4,52.1,0,0,0,rain,32.9,32.9,0.2,72.2,1022.6,45.7,13.8,10,Becoming cloudy in the afternoon.
2023-10-14,29,17,22.9,28,17,22.7,13.1,57.1,0,0,0,rain,33,33,0.9,74.7,1021.5,72.2,12.9,10,Partly cloudy throughout the day.
2023-10-15,28.1,18.6,22.8,27.6,18.6,22.7,14.2,61.3,0,0,0,rain,29.5,29.5,11.3,71.7,1020.7,78,12.6,9,Partly cloudy throughout the day.
2023-10-16,25.8,18,20.7,25.8,18,20.7,14.9,71.2,5,100,4.17,rain,27.3,27.3,7.6,71.1,1021.6,76,12.3,9,Partly cloudy throughout the day with morning rain.
2023-10-17,27.1,17,21.2,27.3,17,21.2,14.8,69.9,29,100,4.17,rain,36.7,36.7,0.9,65.2,1022.1,77.4,11.4,9,Partly cloudy throughout the day with early morning rain.
2023-10-18,26.1,17,20.9,26.1,17,20.9,15,71,2,100,4.17,rain,32.6,32.6,7.9,72.3,1023,75.7,12,10,Partly cloudy throughout the day with early morning rain.
2023-10-19,25.1,17.1,20.4,25.1,17.1,20.4,14.9,72.8,1,100,4.17,rain,31.4,31.4,9.2,96.1,1023.6,85.6,12.7,9,Partly cloudy throughout the day with morning rain.
2023-10-20,25,16,20.6,25,16,20.6,13.2,65.6,0,0,0,rain,27.3,27.3,9.2,91.3,1023.4,87.1,12.2,8,Partly cloudy throughout the day.
2023-10-21,26,17.5,21.1,26,17.5,21.1,13.2,63,0,0,0,rain,27.3,27.3,0.9,87.5,1023.3,87.2,12.2,9,Partly cloudy throughout the day.
2023-10-22,27,17.7,22.2,26.6,17.7,22.1,11.2,52.8,0,0,0,,27.3,27.3,0.8,78.8,1022.7,79.6,12.6,8,Partly cloudy throughout the day.
2023-10-23,27,16,21.5,26.6,16,21.4,11.7,56.3,0,0,0,,25.5,25.5,1,66.6,1021.8,62.5,11.8,10,Partly cloudy throughout the day.
2023-10-24,27.1,17.6,22.2,26.8,17.6,22.2,12.1,55,0,0,0,rain,33,33,0.5,74.7,1020.7,58.6,13.4,10,Partly cloudy throughout the day.
2023-10-25,27.1,17.4,22,26.8,17.4,22,13.4,60.1,0.1,100,4.17,rain,34.1,34.1,7.9,78.8,1020.6,82,13.6,9,Partly cloudy throughout the day with morning rain.
2023-10-26,25.9,17,20.7,25.9,17,20.7,14.1,67.3,0,0,0,rain,33.3,33.3,9.4,78.7,1022.1,79.1,12.4,10,Partly cloudy throughout the day.
2023-10-27,25,17,20.7,25,17,20.7,13.5,66.4,5,100,4.17,rain,28.3,28.3,9,76.2,1021.4,78.6,13.3,10,Partly cloudy throughout the day with early morning rain.
2023-10-28,26,16.1,21.1,26,16.1,21.1,13.1,62.5,0,0,0,rain,22.3,22.3,1.3,74.1,1021.3,76.9,12.9,9,Partly cloudy throughout the day.
2023-10-29,26,16.5,21.4,26,16.5,21.4,13,61.3,0,0,0,rain,26.7,26.7,6,84.5,1020.9,73.5,12.8,8,Partly cloudy throughout the day.
2023-10-30,26.6,16.5,21.3,26.6,16.5,21.3,13.2,62.7,0.2,100,4.17,rain,28.7,28.7,2.3,71.9,1020.9,76.5,13.3,9,Partly cloudy throughout the day with morning rain.
2023-10-31,25,17,19.7,25,17,19.7,15.2,76.4,8,100,8.33,rain,36.5,36.5,1.1,75.5,1020.7,73.1,12.2,9,Partly cloudy throughout the day with rain in the morning and afternoon.
2023-11-01,24.2,16.9,20.5,24.2,16.9,20.5,14.1,69.1,3,100,4.17,rain,21.5,21.5,10.2,76.8,1020.9,86.9,12,9,Partly cloudy throughout the day with morning rain.
